Farm,Type,Round,Date,Species,Number
Farm4,HLS,2,06/25/14,Bombus pascuorum,1
Farm4,HLS,2,06/25/14,Bombus pascuorum,1
Farm4,HLS,2,06/25/14,Bombus pascuorum,3
Farm4,HLS,2,06/25/14,Bombus pascuorum,2
Farm4,HLS,2,06/29/13,Bombus pratorum,1
Farm4,HLS,2,06/29/13,Bombus pratorum,1
Farm4,HLS,2,06/29/13,Bombus pratorum,1
Farm4,HLS,2,06/29/13,Bombus pratorum,2
Farm4,HLS,2,06/29/13,Bombus pratorum,3
Farm4,HLS,2,06/29/13,Bombus pratorum,2
Farm4,HLS,2,06/29/13,Bombus pratorum,1
Farm4,HLS,2,06/29/13,Bombus pratorum,4
Farm4,HLS,1,01/06/13,Bombus pratorum,1
Farm4,HLS,1,05/19/14,Bombus pratorum,1
Farm4,HLS,2,06/25/14,Bombus pratorum,1
Farm4,HLS,2,06/25/14,Bombus pratorum,1
Farm4,HLS,2,06/25/14,Bombus pratorum,3
Farm4,HLS,3,05/08/14,Bombus pratorum,1
Farm4,HLS,3,05/08/14,Bombus pratorum,1
Farm4,HLS,3,05/08/14,Bombus pratorum,3
Farm4,HLS,1,01/06/13,Bombus terrestris,1
Farm4,HLS,2,06/29/13,Bombus terrestris,1
Farm4,HLS,2,06/29/13,Bombus terrestris,1
Farm4,HLS,2,06/29/13,Bombus terrestris,1
Farm4,HLS,2,06/29/13,Bombus terrestris,3
Farm4,HLS,2,06/29/13,Bombus terrestris,1
Farm4,HLS,2,06/29/13,Bombus terrestris,1
Farm4,HLS,3,11/08/13,Bombus terrestris,8
Farm4,HLS,3,11/08/13,Bombus terrestris,1
Farm4,HLS,3,11/08/13,Bombus terrestris,1
Farm4,HLS,3,11/08/13,Bombus terrestris,1
Farm4,HLS,3,11/08/13,Bombus terrestris,1
Farm4,HLS,3,11/08/13,Bombus terrestris,1
Farm4,HLS,3,11/08/13,Bombus terrestris,1
Farm4,HLS,3,11/08/13,Bombus terrestris,3
Farm4,HLS,3,11/08/13,Bombus terrestris,2
Farm4,HLS,3,11/08/13,Bombus terrestris,1
Farm4,HLS,3,11/08/13,Bombus terrestris,1
Farm4,HLS,3,11/08/13,Bombus terrestris,1
Farm4,HLS,3,11/08/13,Bombus terrestris,1
Farm4,HLS,3,11/08/13,Bombus terrestris,1
Farm4,HLS,3,11/08/13,Bombus terrestris,4
Farm4,HLS,3,11/08/13,Bombus terrestris,2
Farm4,HLS,3,11/08/13,Bombus terrestris,3
Farm4,HLS,3,11/08/13,Bombus terrestris,1
Farm4,HLS,2,06/25/14,Bombus terrestris,1
Farm4,HLS,2,06/25/14,Bombus terrestris,1
Farm4,HLS,2,06/25/14,Bombus terrestris,2
Farm4,HLS,2,06/25/14,Bombus terrestris,1
Farm4,HLS,2,06/25/14,Bombus terrestris,1
Farm4,HLS,2,06/25/14,Bombus terrestris,1
Farm4,HLS,2,06/25/14,Bombus terrestris,1
Farm4,HLS,2,06/25/14,Bombus terrestris,1
Farm4,HLS,3,05/08/14,Bombus terrestris,1
Farm4,HLS,3,05/08/14,Bombus terrestris,1
Farm4,HLS,3,05/08/14,Bombus terrestris,1
Farm4,HLS,3,05/08/14,Bombus terrestris,1
Farm4,HLS,3,05/08/14,Bombus terrestris,1
Farm4,HLS,3,05/08/14,Bombus terrestris,1
Farm4,HLS,3,05/08/14,Bombus terrestris,1
Farm4,HLS,3,05/08/14,Bombus terrestris,2
Farm4,HLS,3,05/08/14,Bombus terrestris,2
Farm4,HLS,3,05/08/14,Bombus terrestris,2
Farm4,HLS,3,05/08/14,Bombus terrestris,1
Farm4,HLS,3,05/08/14,Bombus terrestris,1
Farm4,HLS,3,11/08/13,Bombus vestalis,1
Farm4,HLS,3,11/08/13,Bombus vestalis,1
Farm4,HLS,2,06/25/14,Bombus vestalis,1
Farm4,HLS,2,06/25/14,Chelostoma campanularum,1
Farm4,HLS,2,06/25/14,Colletes daviesanus,1
Farm4,HLS,1,05/19/14,Halictus tumulorum,3
Farm4,HLS,1,05/19/14,Halictus tumulorum,1
Farm4,HLS,1,05/19/14,Halictus tumulorum,1
Farm4,HLS,2,06/29/13,Lasioglossum calceatum,2
Farm4,HLS,3,11/08/13,Lasioglossum calceatum,1
Farm4,HLS,3,11/08/13,Lasioglossum calceatum,1
Farm4,HLS,1,05/19/14,Lasioglossum calceatum,1
Farm4,HLS,2,06/25/14,Lasioglossum calceatum,1
Farm4,HLS,3,05/08/14,Lasioglossum calceatum,1
Farm4,HLS,3,05/08/14,Lasioglossum calceatum,1
Farm4,HLS,3,11/08/13,Lasioglossum fulvicorne,1
Farm4,HLS,2,06/25/14,Lasioglossum leucozonium,1
Farm4,HLS,2,06/25/14,Lasioglossum leucozonium,1
Farm4,HLS,2,06/25/14,Lasioglossum malachurum,5
Farm4,HLS,2,06/25/14,Lasioglossum malachurum,1
Farm4,HLS,2,06/25/14,Lasioglossum malachurum,1
Farm4,HLS,2,06/25/14,Lasioglossum malachurum,1
Farm4,HLS,3,05/08/14,Lasioglossum malachurum,3
Farm4,HLS,3,05/08/14,Lasioglossum malachurum,1
Farm4,HLS,1,05/19/14,Lasioglossum morio,1
Farm4,HLS,1,05/19/14,Lasioglossum morio,1
Farm4,HLS,2,06/25/14,Lasioglossum morio,2
Farm4,HLS,2,06/25/14,Lasioglossum morio,1
Farm4,HLS,2,06/25/14,Lasioglossum morio,1
Farm4,HLS,3,05/08/14,Lasioglossum morio,3
Farm4,HLS,3,05/08/14,Lasioglossum morio,10
Farm4,HLS,3,05/08/14,Lasioglossum morio,5
Farm4,HLS,2,06/29/13,Lasioglossum pauxillum,1
Farm4,HLS,2,06/29/13,Lasioglossum pauxillum,1
Farm4,HLS,1,05/19/14,Lasioglossum pauxillum,2
Farm4,HLS,3,05/08/14,Lasioglossum pauxillum,2
Farm4,HLS,3,05/08/14,Lasioglossum pauxillum,1
Farm4,HLS,3,05/08/14,Lasioglossum pauxillum,1
Farm4,HLS,1,05/19/14,Lasioglossum villosulum,1
Farm4,HLS,1,05/19/14,Lasioglossum villosulum,1
Farm4,HLS,3,05/08/14,Lasioglossum villosulum,1
Farm4,HLS,3,05/08/14,Megachile willughbiella,1
Farm4,HLS,2,06/25/14,Melitta leporina,1
Farm4,HLS,3,11/08/13,Melitta tricincta,2
Farm4,HLS,3,05/08/14,Melitta tricincta,1
Farm4,HLS,3,05/08/14,Melitta tricincta,1
Farm4,HLS,3,05/08/14,Melitta tricincta,1
Farm4,HLS,3,05/08/14,Melitta tricincta,1
Farm4,HLS,1,01/06/13,Nomada flava/panzeri,4
Farm4,HLS,1,05/19/14,Nomada flava/panzeri,1
Farm4,HLS,2,06/29/13,Osmia bicolor,1
Farm4,HLS,2,06/25/14,Osmia bicolor,1
Farm4,HLS,2,06/29/13,Osmia bicornis,1
Farm4,HLS,3,05/08/14,Sphecodes crassus,1
Farm4,HLS,1,05/19/14,Sphecodes monilicornis,1
Farm6,ELS,3,07/08/13,Andrena dorsata,1
Farm6,ELS,3,07/08/13,Andrena dorsata,1
Farm6,ELS,1,05/26/13,Andrena dorsata,1
Farm6,ELS,1,05/26/13,Andrena haemorrhoa,1
Farm6,ELS,3,07/08/13,Andrena minutula,1
Farm6,ELS,3,07/08/13,Andrena minutula,1
Farm6,ELS,3,08/08/14,Andrena minutula,1
Farm6,ELS,1,05/25/14,Andrena nigroaenea,1
Farm6,ELS,1,05/25/14,Andrena nigroaenea,1
Farm6,ELS,1,05/25/14,Andrena nigroaenea,1
Farm6,ELS,1,05/26/13,Andrena nitida,1
Farm6,ELS,2,06/30/14,Andrena semilaevis,1
Farm6,ELS,2,06/30/14,Bombus barbutellus,1
Farm6,ELS,2,06/30/14,Bombus campestris,2
Farm6,ELS,1,05/26/13,Bombus hortorum,1
Farm6,ELS,1,05/26/13,Bombus hortorum,1
Farm6,ELS,1,05/26/13,Bombus hortorum,1
Farm6,ELS,1,05/26/13,Bombus hortorum,1
Farm6,ELS,1,05/26/13,Bombus hortorum,2
Farm6,ELS,1,05/26/13,Bombus hortorum,2
Farm6,ELS,1,05/26/13,Bombus hortorum,1
Farm6,ELS,2,07/14/13,Bombus hortorum,1
Farm6,ELS,2,07/14/13,Bombus hortorum,2
Farm6,ELS,2,07/14/13,Bombus hortorum,1
Farm6,ELS,2,07/14/13,Bombus hortorum,1
Farm6,ELS,2,07/14/13,Bombus hortorum,1
Farm6,ELS,2,07/14/13,Bombus hortorum,1
Farm6,ELS,2,07/14/13,Bombus hortorum,2
Farm6,ELS,2,07/14/13,Bombus hortorum,1
Farm6,ELS,3,07/08/13,Bombus hortorum,4
Farm6,ELS,3,07/08/13,Bombus hortorum,2
Farm6,ELS,3,07/08/13,Bombus hortorum,3
Farm6,ELS,3,07/08/13,Bombus hortorum,1
Farm6,ELS,3,07/08/13,Bombus hortorum,1
Farm6,ELS,1,05/25/14,Bombus hortorum,2
Farm6,ELS,1,05/25/14,Bombus hortorum,1
Farm6,ELS,1,05/25/14,Bombus hortorum,1
Farm6,ELS,1,05/25/14,Bombus hortorum,1
Farm6,ELS,1,05/25/14,Bombus hortorum,11
Farm6,ELS,1,05/25/14,Bombus hortorum,2
Farm6,ELS,1,05/25/14,Bombus hortorum,1
Farm6,ELS,1,05/25/14,Bombus hortorum,14
Farm6,ELS,1,05/25/14,Bombus hortorum,3
Farm6,ELS,1,05/25/14,Bombus hortorum,4
Farm6,ELS,1,05/25/14,Bombus hortorum,2
Farm6,ELS,1,05/25/14,Bombus hortorum,1
Farm6,ELS,2,06/30/14,Bombus hortorum,1
Farm6,ELS,2,06/30/14,Bombus hortorum,2
Farm6,ELS,2,06/30/14,Bombus hortorum,2
Farm6,ELS,2,06/30/14,Bombus hortorum,3
Farm6,ELS,2,06/30/14,Bombus hortorum,12
Farm6,ELS,2,06/30/14,Bombus hortorum,1
Farm6,ELS,2,06/30/14,Bombus hortorum,1
Farm6,ELS,2,06/30/14,Bombus hortorum,1
Farm6,ELS,2,06/30/14,Bombus hortorum,1
Farm6,ELS,2,06/30/14,Bombus hortorum,4
Farm6,ELS,2,06/30/14,Bombus hortorum,15
Farm6,ELS,2,06/30/14,Bombus hortorum,1
Farm6,ELS,2,06/30/14,Bombus hortorum,1
Farm6,ELS,2,06/30/14,Bombus hortorum,4
Farm6,ELS,3,08/08/14,Bombus hortorum,2
Farm6,ELS,2,07/14/13,Bombus hypnorum,1
Farm6,ELS,3,07/08/13,Bombus hypnorum,1
Farm6,ELS,3,07/08/13,Bombus hypnorum,2
Farm6,ELS,3,07/08/13,Bombus hypnorum,1
Farm6,ELS,1,05/25/14,Bombus hypnorum,1
Farm6,ELS,1,05/26/13,Bombus lapidarius,1
Farm6,ELS,2,07/14/13,Bombus lapidarius,1
Farm6,ELS,2,07/14/13,Bombus lapidarius,1
Farm6,ELS,2,07/14/13,Bombus lapidarius,1
Farm6,ELS,2,07/14/13,Bombus lapidarius,2
Farm6,ELS,2,07/14/13,Bombus lapidarius,14
Farm6,ELS,2,07/14/13,Bombus lapidarius,33
Farm6,ELS,2,07/14/13,Bombus lapidarius,1
Farm6,ELS,2,07/14/13,Bombus lapidarius,1
Farm6,ELS,3,07/08/13,Bombus lapidarius,2
Farm6,ELS,3,07/08/13,Bombus lapidarius,1
Farm6,ELS,3,07/08/13,Bombus lapidarius,27
Farm6,ELS,3,07/08/13,Bombus lapidarius,12
Farm6,ELS,3,07/08/13,Bombus lapidarius,35
Farm6,ELS,3,07/08/13,Bombus lapidarius,48
Farm6,ELS,3,07/08/13,Bombus lapidarius,1
Farm6,ELS,3,07/08/13,Bombus lapidarius,13
Farm6,ELS,3,07/08/13,Bombus lapidarius,3
Farm6,ELS,3,07/08/13,Bombus lapidarius,2
Farm6,ELS,3,07/08/13,Bombus lapidarius,1
Farm6,ELS,3,07/08/13,Bombus lapidarius,1
Farm6,ELS,3,07/08/13,Bombus lapidarius,18
Farm6,ELS,3,07/08/13,Bombus lapidarius,2
Farm6,ELS,3,07/08/13,Bombus lapidarius,1
Farm6,ELS,3,07/08/13,Bombus lapidarius,2
Farm6,ELS,3,07/08/13,Bombus lapidarius,1
Farm6,ELS,3,07/08/13,Bombus lapidarius,1
Farm6,ELS,2,06/30/14,Bombus lapidarius,5
Farm6,ELS,2,06/30/14,Bombus lapidarius,1
Farm6,ELS,2,06/30/14,Bombus lapidarius,1
Farm6,ELS,3,08/08/14,Bombus lapidarius,2
Farm6,ELS,3,08/08/14,Bombus lapidarius,8
Farm6,ELS,3,08/08/14,Bombus lapidarius,15
Farm6,ELS,3,08/08/14,Bombus lapidarius,1
Farm6,ELS,3,08/08/14,Bombus lapidarius,1
Farm6,ELS,3,08/08/14,Bombus lapidarius,1
Farm6,ELS,3,08/08/14,Bombus lapidarius,1
Farm6,ELS,3,08/08/14,Bombus lapidarius,1
Farm6,ELS,3,08/08/14,Bombus lapidarius,5
Farm6,ELS,3,08/08/14,Bombus lapidarius,1
Farm6,ELS,3,08/08/14,Bombus lapidarius,1
Farm6,ELS,1,05/25/14,Bombus lapidarius,1
Farm6,ELS,1,05/25/14,Bombus lapidarius,1
Farm6,ELS,1,05/25/14,Bombus lapidarius,1
Farm6,ELS,1,05/25/14,Bombus lapidarius,1
Farm6,ELS,2,07/14/13,Bombus lucorum,1
Farm6,ELS,2,07/14/13,Bombus lucorum,1
Farm6,ELS,3,07/08/13,Bombus lucorum,1
Farm6,ELS,3,07/08/13,Bombus lucorum,1
Farm6,ELS,3,07/08/13,Bombus lucorum,12
Farm6,ELS,3,07/08/13,Bombus lucorum,1
Farm6,ELS,3,08/08/14,Bombus lucorum,1
Farm6,ELS,3,08/08/14,Bombus lucorum,1
Farm6,ELS,3,08/08/14,Bombus lucorum,1
Farm6,ELS,1,05/26/13,Bombus pascuorum,1
Farm6,ELS,1,05/26/13,Bombus pascuorum,2
Farm6,ELS,1,05/26/13,Bombus pascuorum,1
Farm6,ELS,1,05/26/13,Bombus pascuorum,1
Farm6,ELS,1,05/26/13,Bombus pascuorum,1
Farm6,ELS,2,07/14/13,Bombus pascuorum,2
Farm6,ELS,2,07/14/13,Bombus pascuorum,1
Farm6,ELS,2,07/14/13,Bombus pascuorum,1
Farm6,ELS,2,07/14/13,Bombus pascuorum,1
Farm6,ELS,2,07/14/13,Bombus pascuorum,1
Farm6,ELS,2,07/14/13,Bombus pascuorum,1
Farm6,ELS,2,07/14/13,Bombus pascuorum,1
Farm6,ELS,3,07/08/13,Bombus pascuorum,1
Farm6,ELS,3,07/08/13,Bombus pascuorum,4
Farm6,ELS,3,07/08/13,Bombus pascuorum,1
Farm6,ELS,3,07/08/13,Bombus pascuorum,6
Farm6,ELS,3,07/08/13,Bombus pascuorum,8
Farm6,ELS,3,07/08/13,Bombus pascuorum,2
Farm6,ELS,3,07/08/13,Bombus pascuorum,7
Farm6,ELS,3,07/08/13,Bombus pascuorum,1
Farm6,ELS,3,07/08/13,Bombus pascuorum,1
Farm6,ELS,3,07/08/13,Bombus pascuorum,1
Farm6,ELS,3,07/08/13,Bombus pascuorum,2
Farm6,ELS,3,07/08/13,Bombus pascuorum,2
Farm6,ELS,3,07/08/13,Bombus pascuorum,1
Farm6,ELS,3,07/08/13,Bombus pascuorum,1
Farm6,ELS,3,07/08/13,Bombus pascuorum,1
Farm6,ELS,3,07/08/13,Bombus pascuorum,1
Farm6,ELS,3,07/08/13,Bombus pascuorum,6
Farm6,ELS,3,07/08/13,Bombus pascuorum,1
Farm6,ELS,3,07/08/13,Bombus pascuorum,1
Farm6,ELS,3,07/08/13,Bombus pascuorum,2
Farm6,ELS,1,05/25/14,Bombus pascuorum,1
Farm6,ELS,1,05/25/14,Bombus pascuorum,3
Farm6,ELS,1,05/25/14,Bombus pascuorum,2
Farm6,ELS,1,05/25/14,Bombus pascuorum,3
Farm6,ELS,1,05/25/14,Bombus pascuorum,1
Farm6,ELS,1,05/25/14,Bombus pascuorum,3
Farm6,ELS,2,06/30/14,Bombus pascuorum,1
Farm6,ELS,2,06/30/14,Bombus pascuorum,1
Farm6,ELS,2,06/30/14,Bombus pascuorum,1
Farm6,ELS,2,06/30/14,Bombus pascuorum,2
Farm6,ELS,2,06/30/14,Bombus pascuorum,1
Farm6,ELS,2,06/30/14,Bombus pascuorum,18
Farm6,ELS,2,06/30/14,Bombus pascuorum,1
Farm6,ELS,2,06/30/14,Bombus pascuorum,2
Farm6,ELS,2,06/30/14,Bombus pascuorum,1
Farm6,ELS,2,06/30/14,Bombus pascuorum,1
Farm6,ELS,2,06/30/14,Bombus pascuorum,1
Farm6,ELS,2,06/30/14,Bombus pascuorum,1
Farm6,ELS,2,06/30/14,Bombus pascuorum,4
Farm6,ELS,2,06/30/14,Bombus pascuorum,1
Farm6,ELS,2,06/30/14,Bombus pascuorum,14
Farm6,ELS,3,08/08/14,Bombus pascuorum,1
Farm6,ELS,3,08/08/14,Bombus pascuorum,1
Farm6,ELS,3,08/08/14,Bombus pascuorum,1
Farm6,ELS,3,08/08/14,Bombus pascuorum,3
Farm6,ELS,3,08/08/14,Bombus pascuorum,12
Farm6,ELS,3,08/08/14,Bombus pascuorum,1
Farm6,ELS,3,08/08/14,Bombus pascuorum,1
Farm6,ELS,3,08/08/14,Bombus pascuorum,1
Farm6,ELS,3,08/08/14,Bombus pascuorum,1
Farm6,ELS,3,08/08/14,Bombus pascuorum,6
Farm6,ELS,3,08/08/14,Bombus pascuorum,2
Farm6,ELS,3,08/08/14,Bombus pascuorum,1
Farm6,ELS,3,08/08/14,Bombus pascuorum,1
Farm6,ELS,1,05/26/13,Bombus pratorum,1
Farm6,ELS,2,07/14/13,Bombus pratorum,1
Farm6,ELS,1,05/25/14,Bombus pratorum,2
Farm6,ELS,1,05/25/14,Bombus pratorum,1
Farm6,ELS,1,05/25/14,Bombus pratorum,1
Farm6,ELS,1,05/25/14,Bombus pratorum,1
Farm6,ELS,1,05/25/14,Bombus pratorum,3
Farm6,ELS,1,05/25/14,Bombus pratorum,1
Farm6,ELS,1,05/25/14,Bombus pratorum,6
Farm6,ELS,2,06/30/14,Bombus pratorum,1
Farm6,ELS,2,06/30/14,Bombus pratorum,2
Farm6,ELS,2,06/30/14,Bombus pratorum,1
Farm6,ELS,2,06/30/14,Bombus pratorum,1
Farm6,ELS,2,06/30/14,Bombus pratorum,1
Farm6,ELS,2,06/30/14,Bombus pratorum,1
Farm6,ELS,2,06/30/14,Bombus pratorum,1
Farm6,ELS,3,07/08/13,Bombus rupestris,7
Farm6,ELS,3,07/08/13,Bombus rupestris,4
Farm6,ELS,3,07/08/13,Bombus rupestris,6
Farm6,ELS,3,07/08/13,Bombus rupestris,1
Farm6,ELS,2,06/30/14,Bombus rupestris,1
Farm6,ELS,2,06/30/14,Bombus rupestris,4
Farm6,ELS,3,08/08/14,Bombus rupestris,2
Farm6,ELS,1,05/26/13,Bombus terrestris,1
Farm6,ELS,1,05/26/13,Bombus terrestris,1
Farm6,ELS,2,07/14/13,Bombus terrestris,2
Farm6,ELS,2,07/14/13,Bombus terrestris,3
Farm6,ELS,2,07/14/13,Bombus terrestris,1
Farm6,ELS,2,07/14/13,Bombus terrestris,1
Farm6,ELS,2,07/14/13,Bombus terrestris,1
Farm6,ELS,2,07/14/13,Bombus terrestris,2
Farm6,ELS,2,07/14/13,Bombus terrestris,1
Farm6,ELS,2,07/14/13,Bombus terrestris,2
Farm6,ELS,2,07/14/13,Bombus terrestris,12
Farm6,ELS,3,07/08/13,Bombus terrestris,1
Farm6,ELS,3,07/08/13,Bombus terrestris,6
Farm6,ELS,3,07/08/13,Bombus terrestris,2
Farm6,ELS,3,07/08/13,Bombus terrestris,1
Farm6,ELS,3,07/08/13,Bombus terrestris,13
Farm6,ELS,3,07/08/13,Bombus terrestris,1
Farm6,ELS,3,07/08/13,Bombus terrestris,20
Farm6,ELS,3,07/08/13,Bombus terrestris,2
Farm6,ELS,3,07/08/13,Bombus terrestris,1
Farm6,ELS,3,07/08/13,Bombus terrestris,1
Farm6,ELS,3,07/08/13,Bombus terrestris,2
Farm6,ELS,3,07/08/13,Bombus terrestris,1
Farm6,ELS,3,07/08/13,Bombus terrestris,1
Farm6,ELS,1,05/25/14,Bombus terrestris,1
Farm6,ELS,2,06/30/14,Bombus terrestris,1
Farm6,ELS,2,06/30/14,Bombus terrestris,2
Farm6,ELS,2,06/30/14,Bombus terrestris,1
Farm6,ELS,2,06/30/14,Bombus terrestris,3
Farm6,ELS,3,08/08/14,Bombus terrestris,2
Farm6,ELS,2,07/14/13,Bombus vestalis,1
Farm6,ELS,3,07/08/13,Bombus vestalis,3
Farm6,ELS,3,07/08/13,Bombus vestalis,2
Farm6,ELS,1,05/25/14,Bombus vestalis,1
Farm6,ELS,2,06/30/14,Bombus vestalis,1
Farm6,ELS,2,06/30/14,Bombus vestalis,4
Farm6,ELS,1,05/25/14,Halictus rubicundus,1
Farm6,ELS,3,07/08/13,Halictus tumulorum,2
Farm6,ELS,3,08/08/14,Halictus tumulorum,1
Farm6,ELS,3,08/08/14,Halictus tumulorum,1
Farm6,ELS,3,07/08/13,Hylaeus communis,2
Farm6,ELS,3,07/08/13,Lasioglossum calceatum,1
Farm6,ELS,2,06/30/14,Lasioglossum calceatum,1
Farm6,ELS,3,08/08/14,Lasioglossum calceatum,1
Farm6,ELS,2,06/30/14,Lasioglossum malachurum,1
Farm6,ELS,2,06/30/14,Lasioglossum malachurum,2
Farm6,ELS,2,06/30/14,Lasioglossum malachurum,1
Farm6,ELS,3,08/08/14,Lasioglossum malachurum,2
Farm6,ELS,3,08/08/14,Lasioglossum malachurum,4
Farm6,ELS,3,07/08/13,Megachile centuncularis,1
Farm6,ELS,3,07/08/13,Megachile centuncularis,1
Farm6,ELS,1,05/25/14,Nomada fabriciana,1
Farm6,ELS,1,05/26/13,Nomada flava/panzeri,1
Farm6,ELS,1,05/26/13,Nomada flava/panzeri,2
Farm6,ELS,1,05/26/13,Nomada flava/panzeri,1
Farm6,ELS,1,05/26/13,Nomada flava/panzeri,1
Farm6,ELS,1,05/26/13,Nomada flava/panzeri,1
Farm6,ELS,1,05/25/14,Nomada flava/panzeri,1
Farm6,ELS,1,05/25/14,Nomada flava/panzeri,1
Farm6,ELS,1,05/25/14,Nomada flava/panzeri,1
Farm6,ELS,1,05/25/14,Nomada flava/panzeri,1
Farm6,ELS,1,05/26/13,Nomada goodeniana,1
Farm6,ELS,1,05/25/14,Nomada goodeniana,1
Farm6,ELS,1,05/26/13,Nomada marshamella,1
Farm7,ELS,2,11/07/13,Bombus hortorum,5
Farm7,ELS,2,11/07/13,Bombus hortorum,1
Farm7,ELS,2,11/07/13,Bombus hortorum,1
Farm7,ELS,2,11/07/13,Bombus hortorum,1
Farm7,ELS,2,11/07/13,Bombus hortorum,1
Farm7,ELS,2,11/07/13,Bombus hortorum,5
Farm7,ELS,2,11/07/13,Bombus hortorum,1
Farm7,ELS,3,08/08/13,Bombus hortorum,2
Farm7,ELS,2,05/07/14,Bombus hortorum,2
Farm7,ELS,2,05/07/14,Bombus hortorum,2
Farm7,ELS,2,05/07/14,Bombus hortorum,1
Farm7,ELS,2,05/07/14,Bombus hortorum,1
Farm7,ELS,3,08/08/14,Bombus hortorum,1
Farm7,ELS,2,05/07/14,Bombus hypnorum,1
Farm7,ELS,3,08/08/13,Bombus jonellus,1
Farm7,ELS,2,05/07/14,Bombus jonellus,1
Farm7,ELS,3,08/08/13,Bombus lapidarius,8
Farm7,ELS,3,08/08/13,Bombus lapidarius,2
Farm7,ELS,3,08/08/13,Bombus lapidarius,3
Farm7,ELS,3,08/08/13,Bombus lapidarius,7
Farm7,ELS,3,08/08/13,Bombus lapidarius,2
Farm7,ELS,3,08/08/13,Bombus lapidarius,1
Farm7,ELS,3,08/08/13,Bombus lapidarius,3
Farm7,ELS,3,08/08/13,Bombus lapidarius,1
Farm7,ELS,3,08/08/13,Bombus lapidarius,1
Farm7,ELS,3,08/08/13,Bombus lapidarius,1
Farm7,ELS,3,08/08/13,Bombus lapidarius,1
Farm7,ELS,3,08/08/13,Bombus lapidarius,1
Farm7,ELS,3,08/08/14,Bombus lapidarius,1
Farm7,ELS,3,08/08/14,Bombus lapidarius,7
Farm7,ELS,3,08/08/14,Bombus lapidarius,1
Farm7,ELS,3,08/08/14,Bombus lapidarius,3
Farm7,ELS,2,11/07/13,Bombus lucorum,1
Farm7,ELS,3,08/08/13,Bombus lucorum,2
Farm7,ELS,3,08/08/13,Bombus lucorum,3
Farm7,ELS,3,08/08/13,Bombus lucorum,3
Farm7,ELS,3,08/08/13,Bombus lucorum,1
Farm7,ELS,2,05/07/14,Bombus lucorum,1
Farm7,ELS,3,08/08/14,Bombus lucorum,1
Farm7,ELS,2,11/07/13,Bombus pascuorum,1
Farm7,ELS,2,11/07/13,Bombus pascuorum,1
Farm7,ELS,3,08/08/13,Bombus pascuorum,7
Farm7,ELS,3,08/08/13,Bombus pascuorum,1
Farm7,ELS,3,08/08/13,Bombus pascuorum,1
Farm7,ELS,3,08/08/13,Bombus pascuorum,2
Farm7,ELS,3,08/08/13,Bombus pascuorum,1
Farm7,ELS,3,08/08/13,Bombus pascuorum,2
Farm7,ELS,3,08/08/13,Bombus pascuorum,4
Farm7,ELS,3,08/08/13,Bombus pascuorum,1
Farm7,ELS,3,08/08/13,Bombus pascuorum,1
Farm7,ELS,1,05/28/14,Bombus pascuorum,1
Farm7,ELS,2,05/07/14,Bombus pascuorum,2
Farm7,ELS,2,05/07/14,Bombus pascuorum,3
Farm7,ELS,3,08/08/14,Bombus pascuorum,1
Farm7,ELS,3,08/08/14,Bombus pascuorum,1
Farm7,ELS,3,08/08/14,Bombus pascuorum,2
Farm7,ELS,2,11/07/13,Bombus pratorum,1
Farm7,ELS,2,11/07/13,Bombus pratorum,1
Farm7,ELS,3,08/08/14,Bombus pratorum,2
Farm7,ELS,3,08/08/13,Bombus rupestris,1
Farm7,ELS,3,08/08/13,Bombus rupestris,1
Farm7,ELS,3,08/08/14,Bombus rupestris,4
Farm7,ELS,3,08/08/14,Bombus rupestris,3
Farm7,ELS,2,11/07/13,Bombus terrestris,1
Farm7,ELS,2,11/07/13,Bombus terrestris,2
Farm7,ELS,2,11/07/13,Bombus terrestris,1
Farm7,ELS,3,08/08/13,Bombus terrestris,23
Farm7,ELS,3,08/08/13,Bombus terrestris,2
Farm7,ELS,3,08/08/13,Bombus terrestris,1
Farm7,ELS,3,08/08/13,Bombus terrestris,1
Farm7,ELS,3,08/08/13,Bombus terrestris,9
Farm7,ELS,3,08/08/13,Bombus terrestris,3
Farm7,ELS,3,08/08/13,Bombus terrestris,1
Farm7,ELS,3,08/08/13,Bombus terrestris,5
Farm7,ELS,3,08/08/13,Bombus terrestris,1
Farm7,ELS,3,08/08/13,Bombus vestalis,1
Farm7,ELS,3,08/08/14,Bombus vestalis,2
Farm7,ELS,3,08/08/13,Lasioglossum calceatum,1
Farm7,ELS,3,08/08/14,Lasioglossum calceatum,1
Farm7,ELS,3,08/08/14,Lasioglossum calceatum,3
Farm7,ELS,3,08/08/14,Lasioglossum calceatum,1
Farm7,ELS,3,08/08/14,Lasioglossum calceatum,1
Farm7,ELS,1,04/06/13,Nomada flava/panzeri,1
Farm7,ELS,1,04/06/13,Nomada flava/panzeri,2
Farm7,ELS,1,04/06/13,Nomada ruficornis,1
Farm19,ELS,1,05/21/14,Andrena chrysosceles,1
Farm19,ELS,2,03/07/14,Andrena chrysosceles,1
Farm19,ELS,1,05/21/14,Andrena cineraria,1
Farm19,ELS,1,05/21/14,Andrena cineraria,1
Farm19,ELS,1,05/21/14,Andrena minutula,1
Farm19,ELS,1,05/21/14,Andrena nigroaenea,2
Farm19,ELS,1,05/21/14,Andrena semilaevis,1
Farm19,ELS,2,03/07/14,Andrena semilaevis,1
